ID,City,Macro-area,Area,name,coordinates,Inhabitants,TypeOfPlace,Property,CurrentUsage,StateOfConservation
100,Matera,Matera - Quartieri,Serra Venerdi,"Matera, Chiesa Maria Santissima Addolorata, Green Area","40.667802,16.593648",60453,Infrastructural,Public,Being Underused,Good
47,Matera,Matera - Quartieri,Serra Venerdi,"Matera, Chiesa Maria Santissima Addolorata, Outdoor space","40.667397,16.594176",60453,Cultural,Public,Unused,Medium Repairs
148,Matera,Matera - Quartieri,Serra Venerdi,"Matera, Community Garden next to via Gioberti","40.664225,16.591119",60453,Cultural,Public,Abandoned,Medium Repairs
53,Matera,Matera - Quartieri,Serra Venerdi,"Matera, Community Garden next to Viale Europa","40.6684139,16.5910188",60453,Infrastructural,Public,Being Used,Good
96,Matera,Matera - Quartieri,Serra Venerdi,"Matera, Market Square next to Viale Francesco Saverio Vitti","40.666489,16.591521",60453,Infrastructural,Semi-Public,Being Used,Good
51,Matera,Matera - Quartieri,Serra Venerdi,"Matera, Parco Serra Venerdi, Pavilion Area","40.668422,16.590210",60453,Landscape/Green Area,Public,Abandoned,Medium Repairs
6,Matera,Matera - Quartieri,Serra Venerdi,"Matera, Parco Serra Venerdi, Piazza Colonnato","40.66969,16.590770",60453,Religious,Private,Being Used,Good
157,Matera,Matera - Quartieri,Serra Venerdi,"Matera, Parking near School Serra Venerdì","40.666272,16.592841",60453,Landscape/Green Area,Public,Being Underused,Minor Repairs
150,Matera,Matera - Quartieri,Serra Venerdi,"Matera, Pic-nic Area ","40.663366,16.595485",60453,Infrastructural,Public,Being Used,Good
153,Matera,Matera - Quartieri,Serra Venerdi,"Matera, Vicinato next to Via Gioberti","40.664299,16.590439",60453,Cultural,Public,Being Used,Good
369,Matera,Matera - Quartieri,Serra Venerdì,"Matera, Scuole Serra Venerdì","40.666601,16.593470",60453,Cultural,Public,Being Used,Good
132,Matera,Matera - Quartieri,Spine Bianche,"Matera, Community Garden Spine Bianche","40.673990,16.596754",60453,Cultural,Public,Being Used,Minor Repairs
81,Matera,Matera - Quartieri,Spine Bianche,"Matera, Largo Leopardi","40.673016,16.595145",60453,Institutional,Public,Being Used,N/A
134,Matera,Matera - Quartieri,Spine Bianche,"Matera, Piazza Giovanni XXIII","40.672154,16.595449",60453,Landscape/Green Area,Semi-Public,Being Used,Good
131,Matera,Matera - Quartieri,Spine Bianche,"Matera, Scuola Media Statale ""G. Pascoli"", Aula","40.672887,16.597207",60453,Cultural,Semi-Public,Being Used,Good
5,Matera,Matera - Quartieri,Spine Bianche,"Matera, Scuola Media Statale ""G. Pascoli"", Basket Field","40.672999,16.596825",60453,Landscape/Green Area,Private,Being Used,Good
444,Matera,Matera - Quartieri,Zona Industriale La Martella,"Matera, Antezza Tipografia","40.677209,16.539981",60453,Infrastructural,Public,Being Used,Good
397,Accettura,Provincia di Matera,Costa Jonica - Metapontino,"Accettura, Amphiteatre","40.491148,16.156964",1818,Infrastructural,Public,Being Used,Good
399,Accettura,Provincia di Matera,Costa Jonica - Metapontino,"Accettura, Area mercato","40.492595,16.157729",1818,Infrastructural,Public,Being Used,Good
384,Accettura,Provincia di Matera,Costa Jonica - Metapontino,"Accettura, bosco e parco avventura","40.533097,16.116721",1818,Infrastructural,Public,Being Underused,Minor Repairs
400,Accettura,Provincia di Matera,Costa Jonica - Metapontino,"Accettura, Cineteatro","40.492684,16.157427",1818,Landscape/Green Area,Public,Being Underused,Good
398,Accettura,Provincia di Matera,Costa Jonica - Metapontino,"Accettura, Piazza del popolo","40.492364,16.158251",1818,Infrastructural,Public,Being Used,Good
282,Aliano,Provincia di Matera,Costa Jonica - Metapontino,"Aliano, Anfiteatro, Piazza","40.310210,16.232709",975,Infrastructural,Semi-Public,Unused,Minor Repairs
280,Aliano,Provincia di Matera,Costa Jonica - Metapontino,"Aliano, Casa Carlo Levi, Indoor","40.310073,16.231912",975,Commercial/Industrial,Private,Being Used,Good
281,Aliano,Provincia di Matera,Costa Jonica - Metapontino,"Aliano, Casa Carlo Levi, Terrace","40.310073,16.231912",975,Infrastructural,Public,Unused,Minor Repairs
286,Aliano,Provincia di Matera,Costa Jonica - Metapontino,"Aliano, Piazza Garibaldi","40.311587,16.232062",975,Infrastructural,Semi-Public,Being Underused,Good
285,Aliano,Provincia di Matera,Costa Jonica - Metapontino,"Aliano, Piazza Panevino","40.311845,16.232568",975,Cultural,Private,Being Underused,Minor Repairs
284,Aliano,Provincia di Matera,Costa Jonica - Metapontino,"Aliano, Sala Conferenze","40.310231,16.232453",975,Infrastructural,Private,Being Underused,Good
283,Aliano,Provincia di Matera,Costa Jonica - Metapontino,"Aliano, Sistema terrazzamenti","40.310081,16.231750",975,Infrastructural,Public,Being Used,Minor Repairs
395,Bernalda,Provincia di Matera,Costa Jonica - Metapontino,"Metaponto, Lungomare","40.359429,16.836500",12480,Cultural,Public,Being Used,Good
396,Bernalda,Provincia di Matera,Costa Jonica - Metapontino,"Metaponto, Tavole Palatine","40.416125,16.816774",12480,Cultural,Public,Being Used,Good
256,Craco,Provincia di Matera,Costa Jonica - Metapontino,"Craco, Monastry San Peter, Conference room","40.376449,16.443387",773,Infrastructural,Semi-Public,Being Used,Good
253,Craco,Provincia di Matera,Costa Jonica - Metapontino,"Craco, Monastry San Peter, Patio","40.376383,16.443240",773,Infrastructural,Public,Being Underused,Good
255,Craco,Provincia di Matera,Costa Jonica - Metapontino,"Craco, Monastry San Peter, Terrace","40.376539,16.443509",773,Cultural,Public,Being Used,Good
333,Ferrandina,Provincia di Matera,Bradanica,"Ferrandina Scalo, Green Area next to Train Station","40.515516,16.476006",8660,Cultural,Private,Being Used,Good
334,Ferrandina,Provincia di Matera,Bradanica,"Ferrandina Scalo, Terrazza/Giardino","40.51462,16.474968",8660,Cultural,Private,Being Used,Good
339,Ferrandina,Provincia di Matera,Bradanica,"Ferrandina, Monastero di Santa Chiara, Chiostro","40.493534,16.457296",8660,Religious,Public,Being Used,Minor Repairs
338,Ferrandina,Provincia di Matera,Bradanica,"Ferrandina, Monastero di Santa Chiara, Sala Conferenze","40.493534,16.457296",8660,Landscape/Green Area,Public,Being Used,Good
335,Ferrandina,Provincia di Matera,Bradanica,"Ferrandina, Piazza Borgo Macchia","40.470082,16.501731",8660,Cultural,Private,Being Used,Good
336,Ferrandina,Provincia di Matera,Bradanica,"Ferrandina, Piazza Plebiscito","40.492943,16.457355",8660,Commercial/Industrial,Private,Being Underused,Good
337,Ferrandina,Provincia di Matera,Bradanica,"Ferrandina, Sistema Terrazzamenti","40.490829,16.458703",8660,Landscape/Green Area,Public,Being Used,Good
347,Ferrandina,Provincia di Matera,Bradanica,"Ferrandina, Terrazza Chiesa San Domenico","40.495227,16.457078",8660,Landscape/Green Area,Public,Unused,Minor Repairs
343,Irsina,Provincia di Matera,Bradanica,"Irsina, Fontana Monumentale and Canalisation System","40.747418,16.245294",4947,Cultural,Public,Being Used,Good
341,Irsina,Provincia di Matera,Bradanica,"Irsina, Largo Cattedrale","40.741600,16.243762",4947,Cultural,Public,Being Used,Minor Repairs
345,Irsina,Provincia di Matera,Bradanica,"Irsina, Museo Janora, Sala Convegni","40.740338,16.247010",4947,Cultural,Public,Being Used,Good
344,Irsina,Provincia di Matera,Bradanica,"Irsina, Museo Janora, Spazio Centrale","40.740284,16.246786",4947,Infrastructural,Public,Being Used,Good
340,Irsina,Provincia di Matera,Bradanica,"Irsina, Piazza Garibaldi","40.741906,16.244665",4947,Cultural,Private,Being Used,Good
342,Irsina,Provincia di Matera,Bradanica,"Irsina, Piazza San Francesco","40.740239,16.246376",4947,Institutional,Public,Being Used,Good
346,Irsina,Provincia di Matera,Bradanica,"Taccone, Piazza Borgo Taccone","40.797913,16.162234",4947,Cultural,Public,Being Used,Good
170,Miglionico,Provincia di Matera,Bradanica,"Matera, Bridge on Bradano Gravina","40.597874,16.558961",2632,Infrastructural,Public,Being Underused,Good
248,Miglionico,Provincia di Matera,Bradanica,"Miglionico, Castello del Malconsiglio, Auditorium","40.567800,16.500100",2632,Cultural,Private,Being Used,Good
247,Miglionico,Provincia di Matera,Bradanica,"Miglionico, Castello del Malconsiglio, Courtyard","40.567829,16.500113",2632,Infrastructural,Public,Being Used,Good
246,Miglionico,Provincia di Matera,Bradanica,"Miglionico, Castello del Malconsiglio, Sala del Trono","40.567688,16.499854",2632,Cultural,Public,Being Used,Good
249,Miglionico,Provincia di Matera,Bradanica,"Miglionico, Castello del Malconsiglio, Terrace","40.567783,16.500238",2632,Infrastructural,Public,Being Used,Good
245,Miglionico,Provincia di Matera,Bradanica,"Miglionico, Piazza Castello","40.568117,16.500268",2632,Commercial/Industrial,Semi-Public,Being Used,Good
266,Miglionico,Provincia di Matera,Bradanica,"Miglionico, Piazza del Popolo","40.569530,16.500434",2632,Cultural,Private,Being Underused,Medium Repairs
267,Miglionico,Provincia di Matera,Bradanica,"Miglionico, Piazza Italia","40.569317,16.500588",2632,Cultural,Private,Being Underused,Minor Repairs
232,Montescaglioso,Provincia di Matera,Bradanica,"Montescaglioso, Abbazia di San Michele, Green Area","40.558570,16.665271",9959,Infrastructural,Public,Being Used,Good
231,Montescaglioso,Provincia di Matera,Bradanica,"Montescaglioso, Abbazia di San Michele, Ground Floor","40.558401,16.664814",9959,Landscape/Green Area,Public,Being Used,Good
229,Montescaglioso,Provincia di Matera,Bradanica,"Montescaglioso, Abbazia di San Michele, Outdoor","40.558243,16.664199",9959,Religious,Private,Being Used,Good
227,Montescaglioso,Provincia di Matera,Bradanica,"Montescaglioso, Centro Pianelle, Indoor","40.586190,16.666887",9959,Landscape/Green Area,Private,Unused,Medium Repairs
228,Montescaglioso,Provincia di Matera,Bradanica,"Montescaglioso, Centro Pianelle, Outdoor","40.586284,16.666522",9959,Institutional,Public,Being Used,Good
233,Montescaglioso,Provincia di Matera,Bradanica,"Montescaglioso, Ex Convento di Clausura, Ground Floor","40.557484,16.663909",9959,Cultural,Private,Being Used,Good
225,Montescaglioso,Provincia di Matera,Bradanica,"Montescaglioso, Piazza del Popolo","40.558387,16.663658",9959,Landscape/Green Area,Private,Being Underused,Minor Repairs
235,Montescaglioso,Provincia di Matera,Bradanica,"Montescaglioso, Piazza Roma","40.555616,16.665460",9959,Landscape/Green Area,Unknown,Abandoned,Major Repairs (Structural)
252,Pisticci,Provincia di Matera,Costa Jonica - Metapontino,"Marconia, Football Field, Parking","40.357677,16.681568",9258,Cultural,Public,Being Underused,Minor Repairs
244,Pisticci,Provincia di Matera,Costa Jonica - Metapontino,"Marconia, Piazza Bologna","40.362011,16.687680",9258,Institutional,Semi-Public,Being Used,Good
239,Pisticci,Provincia di Matera,Costa Jonica - Metapontino,"Marconia, Tilt, Amphitheatre","40.359298,16.689116",9258,Infrastructural,Private,Being Used,Good
242,Pisticci,Provincia di Matera,Costa Jonica - Metapontino,"Marconia, Tilt, Hangars","40.358567,16.688774",9258,Institutional,Public,Being Used,Minor Repairs
241,Pisticci,Provincia di Matera,Costa Jonica - Metapontino,"Marconia, Tilt, Left wing building","40.359543,16.689213",9258,Infrastructural,Semi-Public,Being Used,Good
221,Pisticci,Provincia di Matera,Costa Jonica - Metapontino,"Marconia, Tilt, Main Building","40.358859,16.688647",9258,Landscape/Green Area,Private,Abandoned,Minor Repairs
240,Pisticci,Provincia di Matera,Costa Jonica - Metapontino,"Marconia, Tilt, Right wing building","40.359088,16.688872",9258,Cultural,Private,Being Used,Good
243,Pisticci,Provincia di Matera,Costa Jonica - Metapontino,"Marconia, Tilt, Terraces and Garden","40.358983,16.688709",9258,Religious,Private,Being Used,Good
377,Pisticci,Provincia di Matera,Costa Jonica - Metapontino,Teatro dei Calanchi,"40.383677,16.533944",17768,Infrastructural,Private,Being Underused,Good
408,Salandra,Provincia di Matera,Bradanica,"Salandra, Area Castello","40.527818,16.315709",2851,Landscape/Green Area,Public,Being Used,Good
401,Salandra,Provincia di Matera,Bradanica,"Salandra, Chiesa S. Antonio","40.525459,16.319601",2851,Cultural,Public,Being Underused,Good
402,Salandra,Provincia di Matera,Bradanica,"Salandra, Chiostro ex monastero","40.525597,16.319723",2851,Cultural,Public,Being Used,Good
383,Salandra,Provincia di Matera,Bradanica,"Salandra, Cineteatro","40.525326,16.320547",2851,Infrastructural,Public,Being Underused,Good
407,Salandra,Provincia di Matera,Bradanica,"Salandra, Piazza Marconi","40.527340,16.317155",2851,Cultural,Semi-Public,Being Used,Minor Repairs
406,Salandra,Provincia di Matera,Bradanica,"Salandra, Piazza San Rocco","40.526069,16.319279",2851,Cultural,Public,Being Used,Good
385,Salandra,Provincia di Matera,Bradanica,"Salandra, Playground & Amphitheatre","40.526999,16.319264",2851,Infrastructural,Public,Being Underused,Good
403,Salandra,Provincia di Matera,Bradanica,"Salandra, Sala dell' affresco","40.525602,16.319949",2851,Religious,Public,Being Underused,Good
405,Salandra,Provincia di Matera,Bradanica,"Salandra, Spazio Espositivo","40.525730,16.319792",2851,Cultural,Public,Being Used,Good
404,Salandra,Provincia di Matera,Bradanica,"Salandra, Villa Comunale","40.525647,16.318671",2851,Cultural,Private,Being Used,Good
373,Stigliano,Provincia di Matera,Costa Jonica - Metapontino,"Stigliano, Masseria di Santo Spirito","40.391396,16.288335",4446,Infrastructural,Public,Being Used,Good
272,Tursi,Provincia di Matera,Costa Jonica - Metapontino,"Tursi, Borgo Caprarico, Piazza della Chiesa","40.307229,16.404011",5390,Religious,Private,Being Underused,Good
413,Acerenza,Resto Basilicata,Alto Basento,"Acerenza, Largo Arnaldo","40.797020,15.941703",2364,Institutional,Public,Being Underused,Good
414,Acerenza,Resto Basilicata,Alto Basento,"Acerenza, Piazza Glinni","40.797374,15.941958",2364,Institutional,Public,Being Used,Good
381,Anzi,Resto Basilicata,Alto Basento,"Anzi, Astronomical Observatorio","40.517958,15.924350",1666,Cultural,Public,Being Underused,Good
378,Atella,Resto Basilicata,Vulture - Alto Bradano,"Monticchio, Museo di storia naturale","40.935609,15.616268",3841,Infrastructural,Public,Being Underused,Good
430,Atella,Resto Basilicata,Vulture - Alto Bradano,"Monticchio, Scalinata abbazia di San Michele","40.934785,15.616791",3841,Infrastructural,Public,Being Underused,Good
415,Avigliano,Resto Basilicata,Alto Basento,"Lagopesole, Cappella","40.807117,15.733322",11408,Institutional,Public,Being Used,Good
416,Avigliano,Resto Basilicata,Alto Basento,"Lagopesole, Courtyard","40.807347,15.733090",11408,Infrastructural,Public,Being Used,Good
417,Avigliano,Resto Basilicata,Alto Basento,"Lagopesole, Museo dell' emigrazione lucana","40.807553,15.733063",11408,Infrastructural,Public,Being Used,Minor Repairs
410,Campomaggiore,Resto Basilicata,Alto Basento,"Campomaggiore, Ruderi","40.577395,16.097262",794,Institutional,Public,Being Used,Good
288,Cersosimo,Resto Basilicata,Lagonegrese - Pollino,"Cerosimo, Sala Castello, Auditorium","40.04454,16.350212",756,Religious,Private,Being Used,Good
324,Cersosimo,Resto Basilicata,Lagonegrese - Pollino,"Cerosimo, Sala Castello, Outdoor Area","40.04484,16.35023",756,Infrastructural,Semi-Public,Abandoned,Minor Repairs
393,Chiaromonte,Resto Basilicata,Lagonegrese - Pollino,"Chiaromonte, Footbal Field Scuola Media","40.123997,16.210972",1944,Infrastructural,Public,Being Used,Good
392,Chiaromonte,Resto Basilicata,Lagonegrese - Pollino,"Chiaromonte, Footbal Field Scuola Media","40.123880,16.218623",1944,Landscape/Green Area,Unknown,Abandoned,Minor Repairs
391,Fardella,Resto Basilicata,Lagonegrese - Pollino,"Fardella, Parco Barbattavio","40.115553,16.160164",640,Landscape/Green Area,Unknown,Unused,Minor Repairs
421,Genzano di Lucania,Resto Basilicata,Vulture - Alto Bradano,"Genzano di Lucania, Castello di Monteserico, indoor","40.854550,16.151492",5691,Cultural,Public,Being Underused,Good
423,Genzano di Lucania,Resto Basilicata,Vulture - Alto Bradano,"Genzano di Lucania, Castello di Monteserico, outdoor","40.854620,16.151983",5691,Infrastructural,Public,Being Underused,Good
422,Genzano di Lucania,Resto Basilicata,Vulture - Alto Bradano,"Genzano di Lucania, Castello di Monteserico, Terraces","40.854597,16.151575",5691,Cultural,Public,Being Underused,Good
420,Genzano di Lucania,Resto Basilicata,Vulture - Alto Bradano,"Genzano, Complesso Case Via Maroncelli","40.852830,16.029498",5691,Infrastructural,Public,Being Underused,Good
419,Genzano di Lucania,Resto Basilicata,Vulture - Alto Bradano,"Genzano, Fontana Cavallina","40.850300,16.030386",5691,Landscape/Green Area,Public,Being Used,Good
418,Genzano di Lucania,Resto Basilicata,Vulture - Alto Bradano,"Genzano, Sala Polivalente","40.848616,16.033558",5691,Infrastructural,Public,Being Underused,Good
321,Guardia Perticara,Resto Basilicata,Val D'Agri,"Guardia Perticara, Auditorium del Municipo","40.36338,16.09771",643,Infrastructural,Public,Being Underused,Good
319,Guardia Perticara,Resto Basilicata,Val D'Agri,"Guardia Perticara, Former School Olivetti","40.36376,16.09769",643,Institutional,Semi-Public,Being Used,Good
320,Guardia Perticara,Resto Basilicata,Val D'Agri,"Guardia Perticara, Piazza Vittorio Veneto","40.36079,16.09923",643,Infrastructural,Public,Being Used,Good
298,Latronico,Resto Basilicata,Lagonegrese - Pollino,"Latronico, Earth Cinema, Park","40.08172,15.98488",4467,Infrastructural,Semi-Public,Being Underused,Work In Progress
300,Latronico,Resto Basilicata,Lagonegrese - Pollino,"Latronico, MuLa+","40.08934,15.98095",4467,Infrastructural,Semi-Public,Being Underused,Good
299,Latronico,Resto Basilicata,Lagonegrese - Pollino,"Latronico, Percorso Italia, Picknick Area","40.08163,15.98567",4467,Institutional,Semi-Public,Being Underused,Good
296,Latronico,Resto Basilicata,Lagonegrese - Pollino,"Latronico, Piazza Umberto I","40.08809,16.01092",4467,Infrastructural,Semi-Public,Being Underused,Good
301,Latronico,Resto Basilicata,Lagonegrese - Pollino,"Latronico, Piazza Via Archimede","40.08696,16.01305",4467,Infrastructural,Public,Being Used,Good
297,Latronico,Resto Basilicata,Lagonegrese - Pollino,"Latronico, Weather Forecast Station, Terrace","40.08761,16.01381",4467,Infrastructural,Public,Unused,Good
306,Maratea,Resto Basilicata,Costa Tirrenica,"Maratea, Biblioteca del Centro culturale Maratea, Indoor","39.99584,15.72132",5091,Landscape/Green Area,Unknown,Abandoned,Minor Repairs
307,Maratea,Resto Basilicata,Costa Tirrenica,"Maratea, Biblioteca del Centro culturale Maratea, Outdoor","39.99598,15.72146",5091,Infrastructural,Public,Being Underused,Medium Repairs
310,Maratea,Resto Basilicata,Costa Tirrenica,"Maratea, Chiesa Di San Vito","39.9916,15.72042",5091,Infrastructural,Semi-Public,Being Underused,Good
312,Maratea,Resto Basilicata,Costa Tirrenica,"Maratea, Piazza Chiesa Santa Maria Maggiore","39.99252,15.72074",5091,Institutional,Private,Being Used,Good
314,Maratea,Resto Basilicata,Costa Tirrenica,"Maratea, Piazza Europa","39.99627,15.72292",5091,Infrastructural,Public,Being Used,Good
316,Maratea,Resto Basilicata,Costa Tirrenica,"Maratea, Piazza Larancia","39.99248,15.723",5091,Landscape/Green Area,Public,Being Used,Minor Repairs
311,Maratea,Resto Basilicata,Costa Tirrenica,"Maratea, Piazza Sisinni","39.993,15.72288",5091,Infrastructural,Public,Abandoned,Medium Repairs
308,Maratea,Resto Basilicata,Costa Tirrenica,"Maratea, Porto Turistico Maratea, Piazza","39.98933,15.70875",5091,Infrastructural,Public,Being Underused,Good
309,Maratea,Resto Basilicata,Costa Tirrenica,"Maratea, Porto Turistico Maratea, Rotonda Mare","39.98854,15.70954",5091,Landscape/Green Area,Unknown,Being Underused,Minor Repairs
315,Maratea,Resto Basilicata,Costa Tirrenica,"Maratea, Statua del Cristo Redentore, Piazza","39.98794,15.72363",5091,Institutional,Public,Being Used,Good
313,Maratea,Resto Basilicata,Costa Tirrenica,"Maratea, Statua del Cristo Redentore, Terrace","39.98789,15.72464",5091,Commercial/Industrial,Private,Being Used,Good
305,Maratea,Resto Basilicata,Costa Tirrenica,"Maratea, Terrazza del Sole","39.99345,15.72001",5091,Religious,Public,Being Used,Good
389,Maratea,Resto Basilicata,Costa Tirrenica,"Maratea, Villa Nitti","40.034684,15.669088",5091,Infrastructural,Private,Being Underused,Good
440,Melfi,Resto Basilicata,Vulture - Alto Bradano,"Melfi, Castle, Courtyard","40.998138,15.652651",17869,Cultural,Public,Being Underused,Minor Repairs
441,Melfi,Resto Basilicata,Vulture - Alto Bradano,"Melfi, Castle, Entrance","40.998240,15.653138",17869,Cultural,Public,Being Used,Good
443,Melfi,Resto Basilicata,Vulture - Alto Bradano,"Melfi, Castle, Exhibition Space","40.998418,15.652820",17869,Religious,Private,Being Underused,Medium Repairs
442,Melfi,Resto Basilicata,Vulture - Alto Bradano,"Melfi, Castle, Sala del Trono (projection room)","40.998270,15.652892",17869,Cultural,Public,Being Used,Good
382,Melfi,Resto Basilicata,Vulture - Alto Bradano,"Melfi, Headquater L'Albero","41.008062,15.622734",17869,Infrastructural,Public,Being Underused,Good
439,Melfi,Resto Basilicata,Vulture - Alto Bradano,"Melfi, Teatro Ruggeri","40.996817,15.657520",17869,Cultural,Public,Being Used,Good
323,Nemoli,Resto Basilicata,Lagonegrese - Pollino,"Lago Sirino, Amphitheatre","40.09082,15.80904",5471,Infrastructural,Semi-Public,Abandoned,Minor Repairs
322,Nemoli,Resto Basilicata,Lagonegrese - Pollino,"Lago Sirino, Green Area","40.09243,15.80775",5471,Infrastructural,Public,Being Underused,Good
259,Potenza,Resto Basilicata,Area Potentina,"Potenza, Conference Room","40.639834,15.806145",67122,Infrastructural,Public,Being Underused,Good
270,Potenza,Resto Basilicata,Area Potentina,"Potenza, Conservatorio ""G. da Venosa"", Auditorium","40.638702,15.792367",67122,Religious,Private,Being Used,Good
271,Potenza,Resto Basilicata,Area Potentina,"Potenza, Conservatorio ""G. da Venosa"", Outdoor Amphitheater","40.638762,15.792767",67122,Institutional,Public,Being Used,Good
258,Potenza,Resto Basilicata,Area Potentina,"Potenza, Largo Duomo","40.640306,15.806161",67122,Commercial/Industrial,Private,Being Underused,Minor Repairs
250,Potenza,Resto Basilicata,Area Potentina,"Potenza, Parco Miralles","40.634342,15.792305",67122,Commercial/Industrial,Semi-Public,Being Used,Good
263,Potenza,Resto Basilicata,Area Potentina,"Potenza, Piazza Prefettura","40.638475,15.802337",67122,Commercial/Industrial,Public,Being Used,Good
269,Potenza,Resto Basilicata,Area Potentina,"Potenza, Ponte Musmeci","40.627339,15.806293",67122,Infrastructural,Semi-Public,Unused,Medium Repairs
268,Potenza,Resto Basilicata,Area Potentina,"Potenza, Scale Mobili, ""Basento""","40.630076,15.806566",67122,Landscape/Green Area,Private,Abandoned,Medium Repairs
264,Potenza,Resto Basilicata,Area Potentina,"Potenza, Scale Mobili, Santa Lucia","40.636867,15.795482",67122,Cultural,Private,Unused,Minor Repairs
251,Potenza,Resto Basilicata,Area Potentina,"Potenza, Sede Associazione Gommalacca, Indoor","40.632755,15.791683",67122,Institutional,Public,Being Used,Good
254,Potenza,Resto Basilicata,Area Potentina,"Potenza, Sede Associazione Gommalacca, Outdoor","40.632755,15.791683",67122,Infrastructural,Public,Being Used,Minor Repairs
257,Potenza,Resto Basilicata,Area Potentina,"Potenza, Spazio Moon","40.636310,15.841066",67122,Institutional,Semi-Public,Being Underused,Work In Progress
265,Potenza,Resto Basilicata,Area Potentina,"Potenza, Teatro Stabile","40.638309,15.801979",67122,Landscape/Green Area,Unknown,Unused,Medium Repairs
425,Rionero,Resto Basilicata,Vulture - Alto Bradano,"Rionero, Museo del brigantaggio","40.922010,15.674887",13267,Cultural,Public,Being Underused,Good
424,Rionero,Resto Basilicata,Vulture - Alto Bradano,"Rionero, Museo del brigantaggio, Courtyard","40.921952,15.674755",13267,Cultural,Public,Unused,Work In Progress
429,Rionero,Resto Basilicata,Vulture - Alto Bradano,"Rionero, Palazzo G. Fortunato, Courtyard","40.925828,15.674855",13267,Cultural,Public,Being Used,Good
428,Rionero,Resto Basilicata,Vulture - Alto Bradano,"Rionero, Palazzo G. Fortunato, Garden","40.925450,15.674932",13267,Cultural,Public,Being Used,Good
426,Rionero,Resto Basilicata,Vulture - Alto Bradano,"Rionero, Piazza Fontana grande","40.924967,15.673092",13230,Cultural,Public,Being Underused,Good
427,Rionero,Resto Basilicata,Vulture - Alto Bradano,"Rionero, Piazza G. Fortunato","40.925003,15.674023",13267,Cultural,Public,Being Underused,Good
317,Rivello,Resto Basilicata,Lagonegrese - Pollino,"Rivello, Chiesa Annunziata","40.079796,15.757972",2893,Institutional,Public,Being Used,Good
318,Rivello,Resto Basilicata,Lagonegrese - Pollino,"Rivello, Piazza del Chiostro","40.07787,15.75928",2893,Cultural,Semi-Public,Being Used,Good
293,San Paolo Albanese,Resto Basilicata,Lagonegrese - Pollino,"San Paolo Albanese, Banxhurna, Auditorium","40.04576,16.32305",271,Infrastructural,Semi-Public,Being Used,Good
295,San Paolo Albanese,Resto Basilicata,Lagonegrese - Pollino,"San Paolo Albanese, Banxhurna, Lab","40.04603,16.32302",271,Infrastructural,Public,Being Underused,Medium Repairs
294,San Paolo Albanese,Resto Basilicata,Lagonegrese - Pollino,"San Paolo Albanese, Banxhurna, Outside Space","40.04596,16.32319",271,Infrastructural,Semi-Public,Being Underused,Good
287,San Paolo Albanese,Resto Basilicata,Lagonegrese - Pollino,"San Paolo Albanese, Esaltazione della Santa Croce, Orthodox Church","40.036229,16.334466",271,Religious,Private,Unused,Good
292,San Paolo Albanese,Resto Basilicata,Lagonegrese - Pollino,"San Paolo Albanese, Museo della Cultura Arbereshe","40.03627,16.33501",271,Landscape/Green Area,Private,Being Underused,Good
289,San Paolo Albanese,Resto Basilicata,Lagonegrese - Pollino,"San Paolo Albanese, Piazza Scandenberg","40.036229,16.334466",271,Infrastructural,Semi-Public,Being Underused,Good
291,San Paolo Albanese,Resto Basilicata,Lagonegrese - Pollino,"San Paolo Albanese, Teatro Vegetale Penone","40.05513,16.326",271,Cultural,Private,Being Underused,Work In Progress
290,San Severino Lucano,Resto Basilicata,Lagonegrese - Pollino,"San Severino Lucano, Bosco Magnano, Waterfall and Green Area","40.049370,16.124368",1763,Infrastructural,Public,Being Underused,Medium Repairs
329,San Severino Lucano,Resto Basilicata,Lagonegrese - Pollino,"San Severino Lucano, Mezzana, Centro Polifunzionare Palafrido","39.97302,16.17835",1763,Infrastructural,Public,Being Used,Good
325,San Severino Lucano,Resto Basilicata,Lagonegrese - Pollino,"San Severino Lucano, Mezzana, Football Field","39.98559,16.18064",1763,Infrastructural,Public,Being Used,Good
331,San Severino Lucano,Resto Basilicata,Lagonegrese - Pollino,"San Severino Lucano, Mezzana, Mulino Iannarelli, Outside Area","39.97899,16.17317",1763,Cultural,Semi-Public,Being Underused,Good
330,San Severino Lucano,Resto Basilicata,Lagonegrese - Pollino,"San Severino Lucano, Mezzana, Pic-nic Area","39.97819,16.17156",1763,Cultural,Semi-Public,Being Used,Good
326,San Severino Lucano,Resto Basilicata,Lagonegrese - Pollino,"San Severino Lucano, Piazza Chiesa di San Vincenzo","40.02121,16.13869",1763,Infrastructural,Semi-Public,Being Underused,Good
327,San Severino Lucano,Resto Basilicata,Lagonegrese - Pollino,"San Severino Lucano, RB-RIDE, Giostra di Holler","40.02138,16.15498",1763,Infrastructural,Semi-Public,Being Underused,Good
332,San Severino Lucano,Resto Basilicata,Lagonegrese - Pollino,"San Severino Lucano, Rifugio del Madonna del Pollino, Green Area","39.94919,16.1787",1763,Cultural,Semi-Public,Being Used,Good
328,San Severino Lucano,Resto Basilicata,Lagonegrese - Pollino,"San Severino Lucano, Santuario del Madonna del Pollino, Piazza","39.95046,16.17749",1763,Cultural,Private,Being Used,Good
