id_evento,evento annullato?,programma ufficiale,titolo_evento,id_luogo,nome_luogo,comune,provicia,indirizzo,latitudine,longitudine,luogo_unique_name
1887,SI,NO,Aion nei Sassi,172,Chiesa di San Pietro Barisano,Matera,Matera,Piazza San Pietro Barisano,40.668621,16.609211,Chiesa di San Pietro Barisano (Matera)
4612,SI,NO,Ales in concerto (chitarra e voce),223,El Tablao,Matera,Matera,Via Cesare Beccaria 10,40.6686586,16.6047758,El Tablao (Matera)
1659,SI,SI,Amore e Psiche,463,Palazzo Vescovile,Melfi,Potenza,Piazza Duomo,40.99648,15.65881,Palazzo Vescovile (Melfi)
4168,SI,NO,Angelo Galantini | 14 giugno 1979... Il Concerto,237,Galleria Cine Sud,Matera,Matera,Via Antonio Passarelli 29/31,40.6653009,16.6042835,Galleria Cine Sud (Matera)
2046,SI,SI,ArCo - Archivio digitale di Comunità,24,Luoghi vari,Roccanova,Potenza,,40.2127,16.2028,*Luoghi vari (Roccanova)
2602,SI,SI,"Art Thinking, 'Art Thinking: La relazione tra vivere d'Arte e Arte da vivere'",273,Hotel Del Campo,Matera,Matera,Via Lucrezio 1,40.681042,16.583872,Hotel Del Campo (Matera)
4694,SI,NO,Assolo a Due,223,El Tablao,Matera,Matera,Via Cesare Beccaria 10,40.6686586,16.6047758,El Tablao (Matera)
3822,SI,NO,Atomic Bass Trio | Rosetta Jazz Club,552,Rosetta Jazz Club,Matera,Matera,Via Gugliemo Marconi 49,40.674467,16.6004679,Rosetta Jazz Club (Matera)
3623,SI,SI,Cineforum in Periferia,611,Vico Giordano Bruno,Matera,Matera,Vico Giordano Bruno 4,40.67676,16.59476,Vico Giordano Bruno (Matera)
1978,SI,NO,Concerto dell'Epifania per la Solidarietà,159,Chiesa della Santa Famiglia,Matera,Matera,Via Enrico Mattei,40.6787856,16.5807278,Chiesa della Santa Famiglia (Matera)
4057,SI,NO,Curare e guarire l'articolazione del ginocchio: la guida definitiva,36,Online,Matera,Matera,,,,*Online (Matera)
2367,SI,NO,Drawing Machine,430,MUSMA - Museo Della Scultura Contemporanea,Matera,Matera,Via San Giacomo 20,40.666102,16.612281,MUSMA - Museo Della Scultura Contemporanea (Matera)
4522,SI,SI,Echi d'Acqua,43,Abbazia di San Michele Arcangelo,Montescaglioso,Matera,Piazza Del Popolo 14,40.558247,16.664195,Abbazia di San Michele Arcangelo (Montescaglioso)
4522,SI,SI,Echi d'Acqua,468,Palombaro Lungo,Matera,Matera,Piazza Vittorio Veneto,40.666922,16.606521,Palombaro Lungo (Matera)
1730,SI,SI,Echi d'Acqua,468,Palombaro Lungo,Matera,Matera,Piazza Vittorio Veneto,40.666922,16.606521,Palombaro Lungo (Matera)
3823,SI,NO,Enzo Marino Band - Serata Evento,561,San Barbato Resort Spa & Golf,Lavello,Potenza,S.S. 93 Km 56300,41.03509819,15.7705307,San Barbato Resort Spa & Golf (Lavello)
2972,SI,NO,Estemporanea di Pittura,479,Parco Giovanni Paolo II,Matera,Matera,Via Lucana,40.665036,16.606337,Parco Giovanni Paolo II (Matera)
2972,SI,NO,Estemporanea di Pittura,77,Biblioteca Provinciale T. Stigliani,Matera,Matera,Piazza Vittorio Veneto,40.667170,16.605515,Biblioteca Provinciale T. Stigliani (Matera)
2028,SI,SI,Festival dello sguardo,413,Municipio Guardia Perticara,Guardia Perticara,Potenza,Viale Principe Umberto 28,40.363237,16.098071,Municipio Guardia Perticara (Guardia Perticara)
3456,SI,SI,First Man,297,Jazzo Gattini - Centro Visite Parco Della Murgia Materana,Matera,Matera,Contrada Murgia Timone,40.672428,16.629824,Jazzo Gattini - Centro Visite Parco Della Murgia Materana (Matera)
4253,SI,SI,Gardentopia day #3,260,Giardino Di Comunità,San Mauro Forte,Matera,Via San Donato,40.48732,16.25287,Giardino Di Comunità (San Mauro Forte)
4253,SI,SI,Gardentopia day #3,435,Open Design School - Casino Padula,Matera,Matera,Via Dei Pesci,40.642424,16.624893,Open Design School - Casino Padula (Matera)
1652,SI,SI,Grido Della Terra - Minerali Clandestini,463,Palazzo Vescovile,Melfi,Potenza,Piazza Duomo,40.99648,15.65881,Palazzo Vescovile (Melfi)
2656,SI,NO,Hathor Plectrum Quartet,313,Libreria The Sassi Bookstore,Matera,Matera,Via Lucana 184,40.663085,16.6084328,Libreria The Sassi Bookstore (Matera)
2053,SI,NO,I Misteri di Palazzo Lanfranchi,456,Palazzo Lanfranchi,Matera,Matera,Piazza Giovanni Pascoli 1,40.663230,16.610342,Palazzo Lanfranchi (Matera)
1657,SI,SI,Il Sale Della Terra,463,Palazzo Vescovile,Melfi,Potenza,Piazza Duomo,40.99648,15.65881,Palazzo Vescovile (Melfi)
2182,SI,SI,Johann Sebastian Circus di Circo El Grito,477,Parco Del Castello Tramontano,Matera,Matera,Via Castello,40.66385,16.60625,Parco Del Castello Tramontano (Matera)
2176,SI,SI,L’après-midi d’un foehn,477,Parco Del Castello Tramontano,Matera,Matera,Via Castello,40.66385,16.60625,Parco Del Castello Tramontano (Matera)
1658,SI,SI,La Bellezza Svelata Della Citta' Di Melfi,463,Palazzo Vescovile,Melfi,Potenza,Piazza Duomo,40.99648,15.65881,Palazzo Vescovile (Melfi)
3916,SI,NO,La fontana di Alpe & il mito della felicità,613,Villa Comunale,Calciano,Matera,Via Roma,40.5882558,16.1940561,Villa Comunale (Calciano)
1819,SI,SI,La Passione Vivente Di Cristo,173,Chiesa di San Pietro Caveoso,Matera,Matera,Piazza San Pietro Caveoso,40.66441,16.61258,Chiesa di San Pietro Caveoso (Matera)
1819,SI,SI,La Passione Vivente Di Cristo,516,Piazza San Pietro Caveoso,Matera,Matera,Piazza San Pietro Caveoso,40.664606,16.611965,Piazza San Pietro Caveoso (Matera)
2017,SI,NO,Le Parteras. Le Eroine Delle Ande,275,Hotel Le Monacelle,Matera,Matera,Via Riscatto 15,40.667523,16.611559,Hotel Le Monacelle (Matera)
2382,SI,NO,Ligabue / Tribute band / Radio freccia,223,El Tablao,Matera,Matera,Via Cesare Beccaria 10,40.6686586,16.6047758,El Tablao (Matera)
4262,SI,NO,Lo Stato dell'Arte 17,156,Chiesa del Cristo Flagellato (Ex Ospedale San Rocco),Matera,Matera,Via San Biagio 31,40.667515,16.607794,Chiesa del Cristo Flagellato (Ex Ospedale San Rocco) (Matera)
4114,SI,NO,Luce di sincrotrone e Beni Culturali,571,Scuola Di Alta Formazione E Studio Iscr - Istituto Superiore Per La Conservazione Ed Il Restauro,Matera,Matera,Via Luigi Lavista 5,40.665709,16.606122,Scuola Di Alta Formazione E Studio Iscr - Istituto Superiore Per La Conservazione Ed Il Restauro (Matera)
3107,SI,SI,Martina Muzi nel giardino Erba del vicinato,251,Giardino Di Comunità,Matera,Matera,Via Galileo Galilei,40.67691,16.59436,Giardino Di Comunità (Matera)
4709,SI,NO,Matera History&Fun Game,572,Sede A.P.S. Giallo Sassi,Matera,Matera,Via Vincenzo Cappelluti 16,40.66551,16.60226,Sede A.P.S. Giallo Sassi (Matera)
4172,SI,NO,Mauro Vallinotto | Matti,203,Complesso Del Casale,Matera,Matera,Via Casale 63,40.668838,16.610581,Complesso Del Casale (Matera)
3124,SI,SI,Michael Leung nei giardini di comunità Matera,49,Agoragri,Matera,Matera,Viale Italia,40.672340,16.590166,Agoragri (Matera)
3124,SI,SI,Michael Leung nei giardini di comunità Matera,265,Giardino Namastè,Matera,Matera,Via Alessandro Manzoni 5,40.67359,16.59265,Giardino Namastè (Matera)
4295,SI,SI,Open Printing Design,435,Open Design School - Casino Padula,Matera,Matera,Via Dei Pesci,40.642424,16.624893,Open Design School - Casino Padula (Matera)
4296,SI,SI,Open Source Design,435,Open Design School - Casino Padula,Matera,Matera,Via Dei Pesci,40.642424,16.624893,Open Design School - Casino Padula (Matera)
1613,SI,SI,Organi a Canne,183,Chiesa di Santa Maria Della Croce,Ferrandina,Matera,Piazza Plebiscito,40.49260,16.45751,Chiesa di Santa Maria Della Croce (Ferrandina)
3390,SI,NO,Pitagora e Ippaso da Metaponto,595,Tempio di Hera Tavole Palatine,Bernalda,Matera,Tempio Di Hera,40.383882,16.823661,Tempio di Hera Tavole Palatine (Bernalda)
3391,SI,NO,Pitagora e Ippaso da Metaponto,156,Chiesa del Cristo Flagellato (Ex Ospedale San Rocco),Matera,Matera,Via San Biagio 31,40.667515,16.607794,Chiesa del Cristo Flagellato (Ex Ospedale San Rocco) (Matera)
2037,SI,NO,Premio Moda Eccellenze Internazionali,523,Piazza Vittorio Veneto,Matera,Matera,Piazza Vittorio Veneto,40.666916,16.606227,Piazza Vittorio Veneto (Matera)
2036,SI,NO,Premio Moda Eccellenze Internazionali,523,Piazza Vittorio Veneto,Matera,Matera,Piazza Vittorio Veneto,40.666916,16.606227,Piazza Vittorio Veneto (Matera)
3568,SI,NO,"Presentazione esclusiva estate/autunno, di Ivan Venerucci Italian Style",523,Piazza Vittorio Veneto,Matera,Matera,Piazza Vittorio Veneto,40.666916,16.606227,Piazza Vittorio Veneto (Matera)
4852,SI,NO,Presepi in Mostra,452,Palazzo Della Provincia,Matera,Matera,Via Domenico Ridola 60,40.662108,16.610203,Palazzo Della Provincia (Matera)
4877,SI,NO,Presepi in Mostra,452,Palazzo Della Provincia,Matera,Matera,Via Domenico Ridola 60,40.662108,16.610203,Palazzo Della Provincia (Matera)
1664,SI,SI,Prison Felloshp - Esperienza di giustizia riparativa,448,Palazzo Arcivescovile,Matera,Matera,Piazza Duomo 7,40.666635,16.611435,Palazzo Arcivescovile (Matera)
2044,SI,SI,Quadri Di Poesia,33,Luoghi vari,Valsinni,Matera,,40.673679,16.603487,*Luoghi vari (Valsinni)
2565,SI,NO,Radio Vintage,223,El Tablao,Matera,Matera,Via Cesare Beccaria 10,40.6686586,16.6047758,El Tablao (Matera)
2220,SI,NO,San Michele in Monte Laureto a Putignano,77,Biblioteca Provinciale T. Stigliani,Matera,Matera,Piazza Vittorio Veneto,40.667170,16.605515,Biblioteca Provinciale T. Stigliani (Matera)
1623,SI,SI,Simo de Florentia,158,Chiesa Dell'Annunziata,Maratea,Potenza,Via dell'Unità d'italia,39.99241,15.72258,Chiesa Dell'Annunziata (Maratea)
3653,SI,NO,Tutti i pani del mondo,233,Fondazione Sassi,Matera,Matera,Via San Giovanni Vecchio 24,40.668090,16.609282,Fondazione Sassi (Matera)
2935,SI,SI,U Iurt: Giardino di Mammamiaaa,49,Agoragri,Matera,Matera,Viale Italia,40.672340,16.590166,Agoragri (Matera)
2144,SI,SI,Vortex,477,Parco Del Castello Tramontano,Matera,Matera,Via Castello,40.66385,16.60625,Parco Del Castello Tramontano (Matera)
4763,NO,SI,_Ripetizione Spaziata _,143,Cava Paradiso,Matera,Matera,Contrada La Palomba,40.680587,16.605294,Cava Paradiso (Matera)
3910,NO,SI,[re]BO[u]NDS,43,Abbazia di San Michele Arcangelo,Montescaglioso,Matera,Piazza Del Popolo 14,40.558247,16.664195,Abbazia di San Michele Arcangelo (Montescaglioso)
3910,NO,SI,[re]BO[u]NDS,203,Complesso Del Casale,Matera,Matera,Via Casale 63,40.668838,16.610581,Complesso Del Casale (Matera)
2399,NO,NO,#èunaltrAvventura...sembra strana ma la viviamo lo stesso,312,Libreria Mondadori,Matera,Matera,Piazza Vittorio Veneto 16,40.6665822,16.6062613,Libreria Mondadori (Matera)
2718,NO,NO,#MiniPlay14,301,La Finestra,Matera,Matera,Viale Ionio 65,40.670732,16.581690,La Finestra (Matera)
3116,NO,SI,#URLA – Sound parade,523,Piazza Vittorio Veneto,Matera,Matera,Piazza Vittorio Veneto,40.666916,16.606227,Piazza Vittorio Veneto (Matera)
3783,NO,NO,#VicinatoInFesta,562,Sant'Angelo Luxury Resort,Matera,Matera,Rione Pianelle,40.665177,16.611942,Sant'Angelo Luxury Resort (Matera)
2817,NO,SI,#VULTUREmozioni,547,Rionero In Vulture,Rionero In Vulture,Potenza,Via Umberto I,40.925914,15.673194,Rionero In Vulture (Rionero In Vulture)
3720,NO,SI,1/16’ - Origin,193,Chiesa Rupestre di Santa Maria De Armenis,Matera,Matera,Sasso Caveoso,40.6626052,16.6111184,Chiesa Rupestre di Santa Maria De Armenis (Matera)
2891,NO,NO,1° Festival Effimero della Città dei Sassi,545,Rione Piccianello,Matera,Matera,Via G. Marconi,40.675638,16.599547,Rione Piccianello (Matera)
2944,NO,SI,1° giorno di Festival Breadway,539,Quartiere Piccianello,Matera,Matera,Quartiere Piccianello,40.67468,16.6014,Quartiere Piccianello (Matera)
2400,NO,NO,1° Raduno Nazionale dei Roma Club AIRC,278,Hotel Palace,Matera,Matera,Piazza Bianco 1,40.663386,16.597812,Hotel Palace (Matera)
4793,NO,NO,10 HP - Tributo a Lucio Battisti,223,El Tablao,Matera,Matera,Via Cesare Beccaria 10,40.6686586,16.6047758,El Tablao (Matera)
4200,NO,NO,100 galline tra i Sassi di Matera,543,Residence Sassi San Gennaro,Matera,Matera,Via San Gennaro,40.666555,16.6101966,Residence Sassi San Gennaro (Matera)
4495,NO,NO,100 voci di Nuoro per Matera,161,Chiesa di Cristo Re,Matera,Matera,Via Antonio Gramsci 11,40.66376,16.60311,Chiesa di Cristo Re (Matera)
4375,NO,NO,12 verdi fatiche: Eracle e il suo mito,418,Museo Archeologico Nazionale Della Basilicata Dinu Adamesteanu,Potenza,Potenza,Via Andrea Serrao 11,40.6398968,15.8061551,Museo Archeologico Nazionale Della Basilicata Dinu Adamesteanu (Potenza)
4307,NO,NO,12. Gianni Zanni,419,Museo Archeologico Nazionale Della Siritide,Policoro,Matera,Via Cristoforo Colombo 8,40.217083,16.669861,Museo Archeologico Nazionale Della Siritide (Policoro)
2248,NO,NO,12° Giornata Nazionale del Braille - Matera 2019,156,Chiesa del Cristo Flagellato (Ex Ospedale San Rocco),Matera,Matera,Via San Biagio 31,40.667515,16.607794,Chiesa del Cristo Flagellato (Ex Ospedale San Rocco) (Matera)
2179,NO,NO,12° Giornata Nazionale del Braille - Matera 2019,156,Chiesa del Cristo Flagellato (Ex Ospedale San Rocco),Matera,Matera,Via San Biagio 31,40.667515,16.607794,Chiesa del Cristo Flagellato (Ex Ospedale San Rocco) (Matera)
4151,NO,NO,15° Convegno Nazionale,275,Hotel Le Monacelle,Matera,Matera,Via Riscatto 15,40.667523,16.611559,Hotel Le Monacelle (Matera)
4675,NO,NO,1819 2019 il Bicentenario,230,Ferrara Art Gallery,Matera,Matera,Via Tommaso Stigliani 50,40.6694,16.6072,Ferrara Art Gallery (Matera)
3011,NO,SI,1979-2019: un sogno chiamato Serie B quarant’anni dopo,195,Cinema Il Piccolo,Matera,Matera,Via XX Settembre 14,40.66805,16.60663,Cinema Il Piccolo (Matera)
3466,NO,NO,2 Biglietti della lotteria,297,Jazzo Gattini - Centro Visite Parco Della Murgia Materana,Matera,Matera,Contrada Murgia Timone,40.672428,16.629824,Jazzo Gattini - Centro Visite Parco Della Murgia Materana (Matera)
3617,NO,NO,2° Convegno Nazionale T.E.S,123,Casa Per Ferie Sant'Anna,Matera,Matera,Via Lanera 14,40.6628541,16.605231,Casa Per Ferie Sant'Anna (Matera)
2945,NO,SI,2° giorno di Festival Breadway,539,Quartiere Piccianello,Matera,Matera,Quartiere Piccianello,40.67468,16.6014,Quartiere Piccianello (Matera)
4036,NO,NO,20 anni di Race For The Cure,156,Chiesa del Cristo Flagellato (Ex Ospedale San Rocco),Matera,Matera,Via San Biagio 31,40.667515,16.607794,Chiesa del Cristo Flagellato (Ex Ospedale San Rocco) (Matera)
2325,NO,NO,200 anni dell'Infinito di Giacomo Leopardi,330,Mula+,Latronico,Potenza,Vico Stabilimento,40.089328,15.981049,Mula+ (Latronico)
3482,NO,SI,2019 Missione Chiaro di Luna,514,Piazza San Giovanni,Matera,Matera,Piazza San Giovanni,40.6676,16.60803,Piazza San Giovanni (Matera)
4846,NO,SI,2019 passi nello sport,502,Piazza Giovanni Pascoli,Matera,Matera,Piazza Giovanni Pascoli,40.66320,16.61009,Piazza Giovanni Pascoli (Matera)
4846,NO,SI,2019 passi nello sport,523,Piazza Vittorio Veneto,Matera,Matera,Piazza Vittorio Veneto,40.666916,16.606227,Piazza Vittorio Veneto (Matera)
2108,NO,NO,3 P - Padre Pino Puglisi (musical),440,Oratorio Parrocchia Cristo Re,Pisticci,Matera,Via Cristo Re,40.3896952,16.5631707,Oratorio Parrocchia Cristo Re (Pisticci)
2946,NO,SI,3° giorno di Festival Breadway,539,Quartiere Piccianello,Matera,Matera,Quartiere Piccianello,40.67468,16.6014,Quartiere Piccianello (Matera)
2314,NO,NO,3° Trofeo Città dei Poeti,445,Palasport Montalbano Jonico,Montalbano Jonico,Matera,Rione Montesano,40.28911,16.56758,Palasport Montalbano Jonico (Montalbano Jonico)
2136,NO,SI,7 14 21 28 di Flavia Mastrella e Antonio Rezza,477,Parco Del Castello Tramontano,Matera,Matera,Via Castello,40.66385,16.60625,Parco Del Castello Tramontano (Matera)
3467,NO,NO,7 Uomini a mollo,297,Jazzo Gattini - Centro Visite Parco Della Murgia Materana,Matera,Matera,Contrada Murgia Timone,40.672428,16.629824,Jazzo Gattini - Centro Visite Parco Della Murgia Materana (Matera)
3994,NO,SI,70 X 7 The Meal Act XXXVI,330,Mula+,Latronico,Potenza,Vico Stabilimento,40.089328,15.981049,Mula+ (Latronico)
2277,NO,NO,70x100 per colorare insieme,156,Chiesa del Cristo Flagellato (Ex Ospedale San Rocco),Matera,Matera,Via San Biagio 31,40.667515,16.607794,Chiesa del Cristo Flagellato (Ex Ospedale San Rocco) (Matera)
4824,NO,NO,9 FOGLIE,589,Teatro Comunale Guerieri,Matera,Matera,Piazza Vittorio Veneto 23,40.666918,16.605920,Teatro Comunale Guerieri (Matera)
2463,NO,NO,"A Bottega, il nuovo corso di disegno di Mimmo Centonze",77,Biblioteca Provinciale T. Stigliani,Matera,Matera,Piazza Vittorio Veneto,40.667170,16.605515,Biblioteca Provinciale T. Stigliani (Matera)
2463,NO,NO,"A Bottega, il nuovo corso di disegno di Mimmo Centonze",586,Studio Mimmo Centonze,Matera,Matera,Via Carlo Collodi 2,40.66888,16.59392,Studio Mimmo Centonze (Matera)
3643,NO,SI,A casa nostra,456,Palazzo Lanfranchi,Matera,Matera,Piazza Giovanni Pascoli 1,40.663230,16.610342,Palazzo Lanfranchi (Matera)
3709,NO,NO,A cosa serve la Fotografia?,465,Palazzo Viceconte,Matera,Matera,Via San Potito 7,40.666575,16.612216,Palazzo Viceconte (Matera)
3227,NO,NO,"A due voci: Musica cubana, argentina, cilena",223,El Tablao,Matera,Matera,Via Cesare Beccaria 10,40.6686586,16.6047758,El Tablao (Matera)
2704,NO,NO,A Ravatèn d' Turs',542,Rabatana,Tursi,Matera,Strada Provinciale Della Rabatana Di Tursi,40.2530755,16.4723429,Rabatana (Tursi)
3557,NO,SI,A vijë a vijë- Voci e sentieri dello Stato di Noia,374,Municipio,Noepoli,Potenza,Piazza Guglielmo Marconi 12,40.087305,16.328477,Municipio (Noepoli)
4273,NO,NO,ABANICO - Acoustic Duo,208,Concept - Lunatic Bistrot,Bernalda,Matera,Via Cairoli 5,40.409626,16.688249,Concept - Lunatic Bistrot (Bernalda)
2070,NO,NO,Abbarabbis live@1806 Café,37,1806 Café,Matera,Matera,Via Lucana 238,40.6613076,16.61025,1806 Café (Matera)
2639,NO,NO,ABBEY Market,43,Abbazia di San Michele Arcangelo,Montescaglioso,Matera,Piazza Del Popolo 14,40.558247,16.664195,Abbazia di San Michele Arcangelo (Montescaglioso)
4704,NO,SI,"Abitare gli archivi: Vita, movimento, raccolto",143,Cava Paradiso,Matera,Matera,Contrada La Palomba,40.680587,16.605294,Cava Paradiso (Matera)
3325,NO,NO,Abitare lo spazio e il tempo,123,Casa Per Ferie Sant'Anna,Matera,Matera,Via Lanera 14,40.6628541,16.605231,Casa Per Ferie Sant'Anna (Matera)
4142,NO,SI,About a Worker nel giardino di Rapone,256,Giardino Di Comunità,Rapone,Potenza,Viale A. Moro 23,40.84616,15.49739,Giardino Di Comunità (Rapone)
3463,NO,NO,Abracadabra,297,Jazzo Gattini - Centro Visite Parco Della Murgia Materana,Matera,Matera,Contrada Murgia Timone,40.672428,16.629824,Jazzo Gattini - Centro Visite Parco Della Murgia Materana (Matera)
3507,NO,SI,"Acerenza, il borgo medievale, la Città Cattedrale",333,Municipio,Acerenza,Potenza,Via Vittorio Emanuele III,40.793367,15.938444,Municipio (Acerenza)
2454,NO,NO,Acoustic 2,223,El Tablao,Matera,Matera,Via Cesare Beccaria 10,40.6686586,16.6047758,El Tablao (Matera)
3129,NO,NO,Acoustic Fuzz,223,El Tablao,Matera,Matera,Via Cesare Beccaria 10,40.6686586,16.6047758,El Tablao (Matera)
2456,NO,NO,Acoustic Night,223,El Tablao,Matera,Matera,Via Cesare Beccaria 10,40.6686586,16.6047758,El Tablao (Matera)
2105,NO,NO,Acoustic Night-Virago duo @1806 Café,37,1806 Café,Matera,Matera,Via Lucana 238,40.6613076,16.61025,1806 Café (Matera)
4791,NO,NO,Adorazione dei Magi,43,Abbazia di San Michele Arcangelo,Montescaglioso,Matera,Piazza Del Popolo 14,40.558247,16.664195,Abbazia di San Michele Arcangelo (Montescaglioso)
4113,NO,NO,Affeschi all'infrarosso,180,Chiesa di Santa Lucia Alle Malve,Matera,Matera,Rione Malve,40.6634787,16.6117657,Chiesa di Santa Lucia Alle Malve (Matera)
4079,NO,NO,Africa Unite System of a Sound & Architorti in concerto,142,Cava Del Sole,Matera,Matera,Strada Statale 7 Via Appia 32,40.681151,16.598275,Cava Del Sole (Matera)
2705,NO,NO,After Midnight In Trio,223,El Tablao,Matera,Matera,Via Cesare Beccaria 10,40.6686586,16.6047758,El Tablao (Matera)
4689,NO,SI,"Agorà La Martella, Matera",592,Teatro Ludovico Quaroni,Matera,Matera,Piazza Monte Grappa,40.66077,16.53582,Teatro Ludovico Quaroni (Matera)
3847,NO,SI,Agorà Madri e Figli,143,Cava Paradiso,Matera,Matera,Contrada La Palomba,40.680587,16.605294,Cava Paradiso (Matera)
4080,NO,SI,Agorà Madri e Figli,143,Cava Paradiso,Matera,Matera,Contrada La Palomba,40.680587,16.605294,Cava Paradiso (Matera)
4580,NO,SI,Agorà Moliterno,78,Blibliomediateca,Moliterno,Potenza,Piazza Vittorio Veneto,40.241704,15.868853,Blibliomediateca (Moliterno)
4642,NO,SI,Agorà Tursi,148,Centro Polifunzionale,Tursi,Matera,Via Sant'Anna,40.245250,16.470669,Centro Polifunzionale (Tursi)
4576,NO,SI,Agorà Venosa,67,Auditorium del Centro di Riabilitazione dei Padri Trinitari,Venosa,Potenza,Piazza Don Bosco 3,40.966635,15.824732,Auditorium del Centro di Riabilitazione dei Padri Trinitari (Venosa)
4055,NO,SI,Agricultura Next,349,Municipio,Castelsaraceno,Potenza,Piazza Piano Della Corte 1,40.162979,15.991011,Municipio (Castelsaraceno)
1930,NO,SI,Ai confini dell'Europa: da Versailles a Berlino,99,Casa Cava,Matera,Matera,Via San Pietro Barisano 47,40.668458,16.609254,Casa Cava (Matera)
1927,NO,SI,Ai confini dell’Europa: da Adrianopoli a Poitiers,99,Casa Cava,Matera,Matera,Via San Pietro Barisano 47,40.668458,16.609254,Casa Cava (Matera)
1929,NO,SI,Ai confini della fede: cristiani e musulmani alla crociata,99,Casa Cava,Matera,Matera,Via San Pietro Barisano 47,40.668458,16.609254,Casa Cava (Matera)
1931,NO,SI,Ai confini della speranza: il viaggio degli emigranti,99,Casa Cava,Matera,Matera,Via San Pietro Barisano 47,40.668458,16.609254,Casa Cava (Matera)
1928,NO,SI,Ai confini della terra: da Colombo a Google,99,Casa Cava,Matera,Matera,Via San Pietro Barisano 47,40.668458,16.609254,Casa Cava (Matera)
2065,NO,NO,Aion nei Sassi,172,Chiesa di San Pietro Barisano,Matera,Matera,Piazza San Pietro Barisano,40.668621,16.609211,Chiesa di San Pietro Barisano (Matera)
3088,NO,NO,Alessandro Sipolo live,612,Vicolo Cieco Salsamenteria,Matera,Matera,Via Fiorentini 74,40.6674298,16.6102844,Vicolo Cieco Salsamenteria (Matera)
3052,NO,NO,Alessi Tea & Coffee Piazza and Towers. ARCHITECTURE meets DESIGN,87,Caliainteriors,Matera,Matera,Via Annunziatella 50,40.6717027,16.6046181,Caliainteriors (Matera)
4696,NO,SI,Aliano con gli occhi di Carlo Levi,334,Municipio,Aliano,Matera,Vico Garibaldi,40.311498,16.232037,Municipio (Aliano)
3656,NO,NO,Alice,307,Largo Giacomo Leopardi,Matera,Matera,Largo Giacomo Leopardi,40.6729692,16.5950847,Largo Giacomo Leopardi (Matera)
4034,NO,SI,Aliens' Party,583,Stazione Di Ferrandina Scalo,Ferrandina,Matera,Stazione Di Ferrandina Scalo,40.516708,16.475209,Stazione Di Ferrandina Scalo (Ferrandina)
2902,NO,NO,Alimentazione Consapevole,287,Imieimomenti Estetica E Benessere,Matera,Matera,Piazza Delle Costellazioni,40.6397585,16.6257597,Imieimomenti Estetica E Benessere (Matera)
4662,NO,SI,All'inizio fu l'onda,430,MUSMA - Museo Della Scultura Contemporanea,Matera,Matera,Via San Giacomo 20,40.666102,16.612281,MUSMA - Museo Della Scultura Contemporanea (Matera)
3646,NO,SI,Alla furca!,456,Palazzo Lanfranchi,Matera,Matera,Piazza Giovanni Pascoli 1,40.663230,16.610342,Palazzo Lanfranchi (Matera)
2384,NO,NO,Alla scoperta dei 5 sensi,299,La Bottega Giù Al Nord,Matera,Matera,Via Carlo Collodi 43,40.6718335,16.5914176,La Bottega Giù Al Nord (Matera)
3844,NO,NO,Alla Scoperta di Antichi Sapori,132,Castello Di Lagopesole,Avigliano,Potenza,,40.807279,15.733108,Castello Di Lagopesole (Avigliano)
2711,NO,NO,Alle radici dell'Umano,99,Casa Cava,Matera,Matera,Via San Pietro Barisano 47,40.668458,16.609254,Casa Cava (Matera)
4333,NO,SI,alLone*,579,Spazio Dell'Angelo,Matera,Matera,Via Sant'angelo 68,40.665851,16.612349,Spazio Dell'Angelo (Matera)
4056,NO,SI,alLone*,579,Spazio Dell'Angelo,Matera,Matera,Via Sant'angelo 68,40.665851,16.612349,Spazio Dell'Angelo (Matera)
4230,NO,SI,alLone*,579,Spazio Dell'Angelo,Matera,Matera,Via Sant'angelo 68,40.665851,16.612349,Spazio Dell'Angelo (Matera)
4242,NO,SI,Alpha,129,Casa Tudisco,Melfi,Potenza,Trav. Via Lucca 2,40.99537,15.64281,Casa Tudisco (Melfi)
4314,NO,SI,Alpha,129,Casa Tudisco,Melfi,Potenza,Trav. Via Lucca 2,40.99537,15.64281,Casa Tudisco (Melfi)
4316,NO,SI,Alpha,129,Casa Tudisco,Melfi,Potenza,Trav. Via Lucca 2,40.99537,15.64281,Casa Tudisco (Melfi)
4239,NO,SI,Amando Carmen (2016),195,Cinema Il Piccolo,Matera,Matera,Via XX Settembre 14,40.66805,16.60663,Cinema Il Piccolo (Matera)
2839,NO,NO,Anche quando l'alba non c'era - Luis Gomez de Teran,430,MUSMA - Museo Della Scultura Contemporanea,Matera,Matera,Via San Giacomo 20,40.666102,16.612281,MUSMA - Museo Della Scultura Contemporanea (Matera)
4018,NO,NO,Andrea Corrado Trio feat. Sara Rotunno,552,Rosetta Jazz Club,Matera,Matera,Via Gugliemo Marconi 49,40.674467,16.6004679,Rosetta Jazz Club (Matera)
4175,NO,NO,Andrea Valleri. Ermeneutica,590,Teatro Duni,Matera,Matera,Via Roma 10,40.6674885,16.6055998,Teatro Duni (Matera)
2137,NO,SI,Anelante di Flavia Mastrella e Antonio Rezza,477,Parco Del Castello Tramontano,Matera,Matera,Via Castello,40.66385,16.60625,Parco Del Castello Tramontano (Matera)
