id_evento,evento annullato?,programma ufficiale,titolo_evento,id_luogo,nome_luogo,comune,provicia,indirizzo,latitudine,longitudine,luogo_unique_name
3821,NO,NO,"Cinema, Volume 1° | Rosetta Jazz Club",552,Rosetta Jazz Club,Matera,Matera,Via Gugliemo Marconi 49,40.674467,16.6004679,Rosetta Jazz Club (Matera)
2728,NO,NO,Cip...Proviamo Con La Classe,202,Circolo Velico Policoro,Policoro,Matera,Via Lido,40.182518,16.710916,Circolo Velico Policoro (Policoro)
3307,NO,NO,Città senza Tempo di Beppe Bolchi,237,Galleria Cine Sud,Matera,Matera,Via Antonio Passarelli 29/31,40.6653009,16.6042835,Galleria Cine Sud (Matera)
2538,NO,NO,City Shuttle,237,Galleria Cine Sud,Matera,Matera,Via Antonio Passarelli 29/31,40.6653009,16.6042835,Galleria Cine Sud (Matera)
3929,NO,NO,Cityscapes 2 di Giovanni Spinazzola,285,Il Mondo Di Federico II,Avigliano,Potenza,Via Umberto I,40.807341,15.732799,Il Mondo Di Federico II (Avigliano)
4349,NO,SI,Clean game,435,Open Design School - Casino Padula,Matera,Matera,Via Dei Pesci,40.642424,16.624893,Open Design School - Casino Padula (Matera)
4350,NO,SI,Clean game,478,Parco Di Serra Venerdì - Piazza Colonnata,Matera,Matera,Parco Di Serra Venerdì - Piazza Colonnata,40.66956,16.59092,Parco Di Serra Venerdì - Piazza Colonnata (Matera)
4177,NO,SI,Closing | 1/16' Origin,193,Chiesa Rupestre di Santa Maria De Armenis,Matera,Matera,Sasso Caveoso,40.6626052,16.6111184,Chiesa Rupestre di Santa Maria De Armenis (Matera)
3164,NO,SI,Closing Party,540,Quartiere Serra Venerdì,Matera,Matera,Viale Europa,40.66805,16.59079,Quartiere Serra Venerdì (Matera)
3376,NO,SI,CO_Opera,203,Complesso Del Casale,Matera,Matera,Via Casale 63,40.668838,16.610581,Complesso Del Casale (Matera)
3168,NO,SI,CO_Opera,203,Complesso Del Casale,Matera,Matera,Via Casale 63,40.668838,16.610581,Complesso Del Casale (Matera)
2183,NO,SI,CO_Opera,203,Complesso Del Casale,Matera,Matera,Via Casale 63,40.668838,16.610581,Complesso Del Casale (Matera)
3718,NO,NO,Coba,69,Auditorium R. Gervasio,Matera,Matera,Piazza Del Sedile,40.665332,16.609669,Auditorium R. Gervasio (Matera)
3490,NO,NO,Cocciante Stories:Le Mille Note Dell'Anima,331,Mulino Alvino,Matera,Matera,Via San Vito 28,40.677322,16.599103,Mulino Alvino (Matera)
3232,NO,SI,Colobraro - Scrigno di Rituali e Conoscenze- Percorso emozionale,213,Convento Francescano,Colobraro,Matera,Largo Convento,40.187776,16.423373,Convento Francescano (Colobraro)
4361,NO,NO,Colonna sonora,417,Museo Archeologico Nazionale Del Melfese 'Massimo Pallottino',Melfi,Potenza,Via Normanni,40.99836,15.65284,Museo Archeologico Nazionale Del Melfese 'Massimo Pallottino' (Melfi)
3860,NO,NO,Colorful,589,Teatro Comunale Guerieri,Matera,Matera,Piazza Vittorio Veneto 23,40.666918,16.605920,Teatro Comunale Guerieri (Matera)
3192,NO,SI,Coltiviamo la solidarietà: sostenere la convivenza e la relazione interpersonale in un contesto comune,485,Piazza Aldo Moro,Genzano Di Lucania,Potenza,Piazza Aldo Moro,40.84665,16.02832,Piazza Aldo Moro (Genzano Di Lucania)
4672,NO,NO,Come Funziona La Nascita,51,Al Jalil Yoga,Matera,Matera,Via San Pietro Caveoso 6,40.66441,16.60963,Al Jalil Yoga (Matera)
1995,NO,SI,Compagnie Compagnie,62,Arena Sinni,Senise,Potenza,Strada Comunale Vicinale Codicino,40.14709,16.31703,Arena Sinni (Senise)
4713,NO,SI,CompostiAMO Matera,437,Open Lab Matera,Matera,Matera,Piazza Cesare Firrao 24,40.669071,16.6028873,Open Lab Matera (Matera)
4717,NO,SI,CompostiAMO Matera,437,Open Lab Matera,Matera,Matera,Piazza Cesare Firrao 24,40.669071,16.6028873,Open Lab Matera (Matera)
2513,NO,SI,Computed Art,447,Palazzo Acito,Matera,Matera,Recinto II Fiorentini,40.666778,16.608843,Palazzo Acito (Matera)
4519,NO,SI,"Con lo sguardo 'di dentro': Matera 2019, capitale europea della cultura. Prima giornata",589,Teatro Comunale Guerieri,Matera,Matera,Piazza Vittorio Veneto 23,40.666918,16.605920,Teatro Comunale Guerieri (Matera)
4523,NO,SI,"Con lo sguardo 'di dentro': Matera 2019, capitale europea della cultura. Seconda giornata",589,Teatro Comunale Guerieri,Matera,Matera,Piazza Vittorio Veneto 23,40.666918,16.605920,Teatro Comunale Guerieri (Matera)
4526,NO,SI,"Con lo sguardo 'di dentro': Matera 2019, capitale europea della cultura. Terza Giornata",589,Teatro Comunale Guerieri,Matera,Matera,Piazza Vittorio Veneto 23,40.666918,16.605920,Teatro Comunale Guerieri (Matera)
2743,NO,SI,"Concerti ed esibizioni musicali, la poesia di Sinisgalli",226,Ex Convento San Domenico,Montemurro,Potenza,Via Rapocci Carmine,40.297822,15.993272,Ex Convento San Domenico (Montemurro)
3758,NO,SI,Concerto - Conduce Francesco Antonioni,69,Auditorium R. Gervasio,Matera,Matera,Piazza Del Sedile,40.665332,16.609669,Auditorium R. Gervasio (Matera)
3771,NO,SI,Concerto - Conduce Francesco Antonioni,69,Auditorium R. Gervasio,Matera,Matera,Piazza Del Sedile,40.665332,16.609669,Auditorium R. Gervasio (Matera)
3017,NO,NO,Concerto 'Note Di Fine Anno',315,Liceo Scientifico Statale 'Dante Alighieri',Matera,Matera,Viale Nazioni Unite 2,40.664740,16.597841,Liceo Scientifico Statale 'Dante Alighieri' (Matera)
1680,NO,NO,Concerto Banda Nazionale dei Vigili del Fuoco,512,Piazza San Francesco,Matera,Matera,Piazza San Francesco,40.665178,16.609166,Piazza San Francesco (Matera)
4736,NO,SI,Concerto Banda Rulli Frulli,512,Piazza San Francesco,Matera,Matera,Piazza San Francesco,40.665178,16.609166,Piazza San Francesco (Matera)
2049,NO,SI,Concerto Cammino Confraternite,512,Piazza San Francesco,Matera,Matera,Piazza San Francesco,40.665178,16.609166,Piazza San Francesco (Matera)
3199,NO,SI,Concerto Cammino Confraternite,494,Piazza Duomo,Matera,Matera,Piazza Duomo,40.66663,16.61118,Piazza Duomo (Matera)
4827,NO,SI,Concerto dal balcone,523,Piazza Vittorio Veneto,Matera,Matera,Piazza Vittorio Veneto,40.666916,16.606227,Piazza Vittorio Veneto (Matera)
2055,NO,NO,Concerto dell'Orchestra Giovanile di Laureana di Borello (RC),165,Chiesa di San Francesco Da Paola,Matera,Matera,Via XX Settembre 13,40.667838,16.605748,Chiesa di San Francesco Da Paola (Matera)
1642,NO,SI,Concerto della corale Mysticus-concentus,140,Concattedrale di San Michele Arcangelo (Rapolla),Rapolla,Potenza,Via Regina Elena 35,40.97750,15.67729,Concattedrale di San Michele Arcangelo (Rapolla)
2574,NO,NO,Concerto della Passione (Matera),157,Chiesa del Purgatorio,Matera,Matera,Via Domenico Ridola,40.664397,16.608882,Chiesa del Purgatorio (Matera)
2068,NO,NO,Concerto della Speranza,446,Palauditorium Karol Wojtyla,Montescaglioso,Matera,Via Bubbico,40.5498271,16.662542799999983,Palauditorium Karol Wojtyla (Montescaglioso)
1818,NO,SI,Concerto di musica classica - Fondazione Orchestra Lucana,136,Cattedrale - Parrocchia S.Maria Assunta,Tricarico,Matera,Via Vittorio Veneto 33,40.62377,16.14387,Cattedrale - Parrocchia S.Maria Assunta (Tricarico)
2132,NO,NO,Concerto di Tatiana Tarsia,229,Fahrenheit451 Caffé Letterario,Policoro,Matera,Piazza Eraclea,40.211269,16.676913,Fahrenheit451 Caffé Letterario (Policoro)
3973,NO,SI,Concerto Ensemble Krom,179,Chiesa di Santa Chiara,Matera,Matera,Via Domenico Ridola 20,40.664081,16.609121,Chiesa di Santa Chiara (Matera)
3973,NO,SI,Concerto Ensemble Krom,173,Chiesa di San Pietro Caveoso,Matera,Matera,Piazza San Pietro Caveoso,40.66441,16.61258,Chiesa di San Pietro Caveoso (Matera)
1715,NO,SI,Concerto Ensemble Krom,173,Chiesa di San Pietro Caveoso,Matera,Matera,Piazza San Pietro Caveoso,40.66441,16.61258,Chiesa di San Pietro Caveoso (Matera)
2547,NO,NO,Concerto Finale dei Contrabbassisti della Masterclass,556,Sala Concerti De La Scuola Delle Arti,Matera,Matera,Vico XX Settembre 2,40.66827,16.60618,Sala Concerti De La Scuola Delle Arti (Matera)
2921,NO,NO,Concerto Finalisti Premio Lams-Matera 2019,423,Museo Archeologico Nazionale Domenico Ridola,Matera,Matera,Via Domenico Ridola 24,40.663899,16.609270,Museo Archeologico Nazionale Domenico Ridola (Matera)
1721,NO,SI,Concerto Gen Verde,174,Chiesa di San Pio X,Matera,Matera,Via Francesco Petrarca 3,40.6721097,16.595141,Chiesa di San Pio X (Matera)
1721,NO,SI,Concerto Gen Verde,517,Piazza San Pio X,Matera,Matera,Via Francesco Petrarca,40.672281,16.595658,Piazza San Pio X (Matera)
4053,NO,NO,Concerto Gen Verde - From The Inside Outside,504,Piazza Giovanni XXIII,Matera,Matera,Piazza Giovanni XXIII,40.6721,16.5954,Piazza Giovanni XXIII (Matera)
1661,NO,SI,Concerto Gospel,150,Centro Sociale,Rionero In Vulture,Potenza,Via Fiera,40.929060,15.676303,Centro Sociale (Rionero In Vulture)
3450,NO,NO,Concerto Grosso per i New Trolls,456,Palazzo Lanfranchi,Matera,Matera,Piazza Giovanni Pascoli 1,40.663230,16.610342,Palazzo Lanfranchi (Matera)
3453,NO,NO,Concerto Grosso per i New Trolls,456,Palazzo Lanfranchi,Matera,Matera,Piazza Giovanni Pascoli 1,40.663230,16.610342,Palazzo Lanfranchi (Matera)
2836,NO,NO,Concerto in Omaggio a Matera-Basilicata 2019,139,Cattedrale di San Gerardo,Potenza,Potenza,Via Vincenzo Scafarelli 6,40.64036,15.80636,Cattedrale di San Gerardo (Potenza)
2838,NO,NO,Concerto in Omaggio a Matera-Basilicata 2019,73,Basilica Pontificia Cattedrale di Maria Santissima della Bruna e Sant'Eustachio,Matera,Matera,Piazza Duomo 7,40.666798,16.610987,Basilica Pontificia Cattedrale di Maria Santissima della Bruna e Sant'Eustachio (Matera)
2837,NO,NO,Concerto in Omaggio a Matera-Basilicata 2019,141,Cattedrale di Santa Maria Assunta,Melfi,Potenza,Piazza Duomo,40.996803,15.658243,Cattedrale di Santa Maria Assunta (Melfi)
2253,NO,NO,Concerto Meditativo Al Suono Del Flauto Bansuri,51,Al Jalil Yoga,Matera,Matera,Via San Pietro Caveoso 6,40.66441,16.60963,Al Jalil Yoga (Matera)
1626,NO,SI,Concerto Musicale Gospel,207,Concattedrale Sant'andrea Apostolo,Venosa,Potenza,Largo Vescovado,40.96496,15.82270,Concattedrale Sant'andrea Apostolo (Venosa)
1605,NO,SI,Concerto Oratorio Sacro,73,Basilica Pontificia Cattedrale di Maria Santissima della Bruna e Sant'Eustachio,Matera,Matera,Piazza Duomo 7,40.666798,16.610987,Basilica Pontificia Cattedrale di Maria Santissima della Bruna e Sant'Eustachio (Matera)
4059,NO,SI,Concerto Oratorio Sacro,73,Basilica Pontificia Cattedrale di Maria Santissima della Bruna e Sant'Eustachio,Matera,Matera,Piazza Duomo 7,40.666798,16.610987,Basilica Pontificia Cattedrale di Maria Santissima della Bruna e Sant'Eustachio (Matera)
3109,NO,NO,Concerto Orchestra di fiati,165,Chiesa di San Francesco Da Paola,Matera,Matera,Via XX Settembre 13,40.667838,16.605748,Chiesa di San Francesco Da Paola (Matera)
2775,NO,SI,Concerto per Salisburgo,69,Auditorium R. Gervasio,Matera,Matera,Piazza Del Sedile,40.665332,16.609669,Auditorium R. Gervasio (Matera)
3748,NO,SI,Concerto Puro Sentimento - Teresa De Sio,512,Piazza San Francesco,Matera,Matera,Piazza San Francesco,40.665178,16.609166,Piazza San Francesco (Matera)
4207,NO,NO,Concerto sinfonico d'autunno - 5 ottobre Orchestra di Matera e della Basilicata,589,Teatro Comunale Guerieri,Matera,Matera,Piazza Vittorio Veneto 23,40.666918,16.605920,Teatro Comunale Guerieri (Matera)
4464,NO,NO,Concorso Corale Antonio Guanti,69,Auditorium R. Gervasio,Matera,Matera,Piazza Del Sedile,40.665332,16.609669,Auditorium R. Gervasio (Matera)
3241,NO,NO,Concorso nazionale di Poesia,132,Castello Di Lagopesole,Avigliano,Potenza,,40.807279,15.733108,Castello Di Lagopesole (Avigliano)
4037,NO,SI,Condanna e Passione di Cristo,516,Piazza San Pietro Caveoso,Matera,Matera,Piazza San Pietro Caveoso,40.664606,16.611965,Piazza San Pietro Caveoso (Matera)
4528,NO,NO,Conferenza 'Ma le radiazioni fanno davvero paura?',278,Hotel Palace,Matera,Matera,Piazza Bianco 1,40.663386,16.597812,Hotel Palace (Matera)
2962,NO,NO,"Conferenza di Marco Esposito, giornalista de 'Il Mattino'",88,Camera di Commercio Industria Artigianato e Agricoltura,Matera,Matera,Via Lucana 82,40.6665686,16.604241,Camera di Commercio Industria Artigianato e Agricoltura (Matera)
2524,NO,NO,Confindustria Per Matera 2019 L’Open Future Delle Imprese Italiane,291,Ipogei Di Piazza San Francesco / Infopoint Matera 2019,Matera,Matera,Piazza San Francesco,40.6653788,16.6087177,Ipogei Di Piazza San Francesco / Infopoint Matera 2019 (Matera)
3406,NO,NO,Confindustria Per Matera 2019 L’Open Future Delle Imprese Italiane,291,Ipogei Di Piazza San Francesco / Infopoint Matera 2019,Matera,Matera,Piazza San Francesco,40.6653788,16.6087177,Ipogei Di Piazza San Francesco / Infopoint Matera 2019 (Matera)
3999,NO,NO,Confindustria Per Matera 2019 L’Open Future Delle Imprese Italiane,291,Ipogei Di Piazza San Francesco / Infopoint Matera 2019,Matera,Matera,Piazza San Francesco,40.6653788,16.6087177,Ipogei Di Piazza San Francesco / Infopoint Matera 2019 (Matera)
3798,NO,NO,Confindustria Per Matera 2019 L’Open Future Delle Imprese Italiane,291,Ipogei Di Piazza San Francesco / Infopoint Matera 2019,Matera,Matera,Piazza San Francesco,40.6653788,16.6087177,Ipogei Di Piazza San Francesco / Infopoint Matera 2019 (Matera)
3505,NO,NO,Confindustria Per Matera 2019 L’Open Future Delle Imprese Italiane,291,Ipogei Di Piazza San Francesco / Infopoint Matera 2019,Matera,Matera,Piazza San Francesco,40.6653788,16.6087177,Ipogei Di Piazza San Francesco / Infopoint Matera 2019 (Matera)
3229,NO,NO,Confindustria Per Matera 2019 L’Open Future Delle Imprese Italiane,291,Ipogei Di Piazza San Francesco / Infopoint Matera 2019,Matera,Matera,Piazza San Francesco,40.6653788,16.6087177,Ipogei Di Piazza San Francesco / Infopoint Matera 2019 (Matera)
4039,NO,NO,Confindustria Per Matera 2019 L’Open Future Delle Imprese Italiane,291,Ipogei Di Piazza San Francesco / Infopoint Matera 2019,Matera,Matera,Piazza San Francesco,40.6653788,16.6087177,Ipogei Di Piazza San Francesco / Infopoint Matera 2019 (Matera)
4591,NO,NO,Confindustria Per Matera 2019 L’Open Future Delle Imprese Italiane,291,Ipogei Di Piazza San Francesco / Infopoint Matera 2019,Matera,Matera,Piazza San Francesco,40.6653788,16.6087177,Ipogei Di Piazza San Francesco / Infopoint Matera 2019 (Matera)
2952,NO,NO,Confindustria Per Matera 2019 L’Open Future Delle Imprese Italiane,291,Ipogei Di Piazza San Francesco / Infopoint Matera 2019,Matera,Matera,Piazza San Francesco,40.6653788,16.6087177,Ipogei Di Piazza San Francesco / Infopoint Matera 2019 (Matera)
2695,NO,NO,Confindustria Per Matera 2019 L’Open Future Delle Imprese Italiane,291,Ipogei Di Piazza San Francesco / Infopoint Matera 2019,Matera,Matera,Piazza San Francesco,40.6653788,16.6087177,Ipogei Di Piazza San Francesco / Infopoint Matera 2019 (Matera)
3535,NO,NO,Confindustria Per Matera 2019 L’Open Future Delle Imprese Italiane,291,Ipogei Di Piazza San Francesco / Infopoint Matera 2019,Matera,Matera,Piazza San Francesco,40.6653788,16.6087177,Ipogei Di Piazza San Francesco / Infopoint Matera 2019 (Matera)
3367,NO,NO,Confindustria Per Matera 2019 L’Open Future Delle Imprese Italiane,291,Ipogei Di Piazza San Francesco / Infopoint Matera 2019,Matera,Matera,Piazza San Francesco,40.6653788,16.6087177,Ipogei Di Piazza San Francesco / Infopoint Matera 2019 (Matera)
3661,NO,NO,Confindustria Per Matera 2019 L’Open Future Delle Imprese Italiane,291,Ipogei Di Piazza San Francesco / Infopoint Matera 2019,Matera,Matera,Piazza San Francesco,40.6653788,16.6087177,Ipogei Di Piazza San Francesco / Infopoint Matera 2019 (Matera)
2738,NO,NO,Confindustria Per Matera 2019 L’Open Future Delle Imprese Italiane,291,Ipogei Di Piazza San Francesco / Infopoint Matera 2019,Matera,Matera,Piazza San Francesco,40.6653788,16.6087177,Ipogei Di Piazza San Francesco / Infopoint Matera 2019 (Matera)
3015,NO,NO,Confindustria Per Matera 2019 L’Open Future Delle Imprese Italiane,291,Ipogei Di Piazza San Francesco / Infopoint Matera 2019,Matera,Matera,Piazza San Francesco,40.6653788,16.6087177,Ipogei Di Piazza San Francesco / Infopoint Matera 2019 (Matera)
2546,NO,NO,Confindustria Per Matera 2019 L’Open Future Delle Imprese Italiane,291,Ipogei Di Piazza San Francesco / Infopoint Matera 2019,Matera,Matera,Piazza San Francesco,40.6653788,16.6087177,Ipogei Di Piazza San Francesco / Infopoint Matera 2019 (Matera)
2824,NO,NO,Confindustria Per Matera 2019 L’Open Future Delle Imprese Italiane,291,Ipogei Di Piazza San Francesco / Infopoint Matera 2019,Matera,Matera,Piazza San Francesco,40.6653788,16.6087177,Ipogei Di Piazza San Francesco / Infopoint Matera 2019 (Matera)
3738,NO,NO,Confindustria Per Matera 2019 L’Open Future Delle Imprese Italiane,291,Ipogei Di Piazza San Francesco / Infopoint Matera 2019,Matera,Matera,Piazza San Francesco,40.6653788,16.6087177,Ipogei Di Piazza San Francesco / Infopoint Matera 2019 (Matera)
2892,NO,SI,Confusione,10,Luoghi vari,Ferrandina,Matera,,40.49318,16.45684,*Luoghi vari (Ferrandina)
2680,NO,NO,Congresso Lions Clubs International,523,Piazza Vittorio Veneto,Matera,Matera,Piazza Vittorio Veneto,40.666916,16.606227,Piazza Vittorio Veneto (Matera)
2236,NO,NO,Conoscere per Competere,99,Casa Cava,Matera,Matera,Via San Pietro Barisano 47,40.668458,16.609254,Casa Cava (Matera)
2163,NO,NO,"Contemporanea. Pittori, incisori e scultori lucani. Generazione 1930-1960'",156,Chiesa del Cristo Flagellato (Ex Ospedale San Rocco),Matera,Matera,Via San Biagio 31,40.667515,16.607794,Chiesa del Cristo Flagellato (Ex Ospedale San Rocco) (Matera)
4106,NO,NO,Contemporaneo contemporaneamente al Musma,109,Casa di Ortega - Museo delle Arti applicate,Matera,Matera,Via San Nicola Del Sole,40.668441,16.610989,Casa di Ortega - Museo delle Arti applicate (Matera)
3696,NO,NO,Contrabbasso E Piano,163,Chiesa di San Francesco,San Giorgio Lucano,Matera,Piazza San Rocco,40.1147687!4,16.3900593,Chiesa di San Francesco (San Giorgio Lucano)
2764,NO,NO,Contrada Zero,532,Podus - Mangio Dunque Sono,Grottole,Matera,Contrada Bosco Coste,40.621176,16.410949,Podus - Mangio Dunque Sono (Grottole)
2466,NO,NO,Contrada Zero live@1806 Café,37,1806 Café,Matera,Matera,Via Lucana 238,40.6613076,16.61025,1806 Café (Matera)
3311,NO,NO,Contraffazioni confortanti di Angelo Galantini,237,Galleria Cine Sud,Matera,Matera,Via Antonio Passarelli 29/31,40.6653009,16.6042835,Galleria Cine Sud (Matera)
4342,NO,SI,Contro l'isolamento,275,Hotel Le Monacelle,Matera,Matera,Via Riscatto 15,40.667523,16.611559,Hotel Le Monacelle (Matera)
2008,NO,NO,Contro La Guerra,275,Hotel Le Monacelle,Matera,Matera,Via Riscatto 15,40.667523,16.611559,Hotel Le Monacelle (Matera)
4719,NO,NO,Contro Vento,64,Arti Visive Gallery,Matera,Matera,Via Delle Beccherie 41,40.6658511,16.6079531,Arti Visive Gallery (Matera)
3551,NO,NO,Convegno,199,Cineteatro Selene,Rotonda,Potenza,Via Don Saverio Laurita,39.953357,16.037031,Cineteatro Selene (Rotonda)
4509,NO,NO,Convegno Europeo Progetto CinEd,456,Palazzo Lanfranchi,Matera,Matera,Piazza Giovanni Pascoli 1,40.663230,16.610342,Palazzo Lanfranchi (Matera)
3087,NO,NO,Convegno Pinus Halepensis Monumentale,567,Santuario Di San Donato,Ripacandida,Potenza,Piazzale Di San Donato,40.91328,15.728298,Santuario Di San Donato (Ripacandida)
2785,NO,NO,Convention del Mezzogiorno 2019 - Confartigianato Imprese,331,Mulino Alvino,Matera,Matera,Via San Vito 28,40.677322,16.599103,Mulino Alvino (Matera)
2445,NO,SI,Coro di voci,267,Giardino Spighe Bianche,Matera,Matera,Via Lazazzera,40.66830,16.59469,Giardino Spighe Bianche (Matera)
2478,NO,SI,Corpo Cittadino,275,Hotel Le Monacelle,Matera,Matera,Via Riscatto 15,40.667523,16.611559,Hotel Le Monacelle (Matera)
2057,NO,NO,Corpo Cittadino,303,Laboratorio Di Restauro Della Soprintendenza Della Basilicata,Matera,Matera,Via Della Tecnica,40.6722792,16.573921,Laboratorio Di Restauro Della Soprintendenza Della Basilicata (Matera)
3598,NO,NO,Corso base di Birdwatching nelle Gole del Platano,268,Gole Del Platano,Balvano,Potenza,,40.663908,15.503587,Gole Del Platano (Balvano)
4233,NO,NO,Corso di cartapesta I Ed,439,Opera Don Bonifacio Azione Verde,Matera,Matera,Via Piemonte 3,40.6745443,16.6007852,Opera Don Bonifacio Azione Verde (Matera)
2411,NO,NO,Corso Di Disegno E Pittura Per Bambini E Ragazzi - Ii Edizione,439,Opera Don Bonifacio Azione Verde,Matera,Matera,Via Piemonte 3,40.6745443,16.6007852,Opera Don Bonifacio Azione Verde (Matera)
2481,NO,NO,Corso di empowerment femminile a Matera,122,Casa Netural,Matera,Matera,Via Galileo Galilei 1,40.676612,16.594213,Casa Netural (Matera)
2464,NO,NO,Corso di marketing per fotografi (ed altra gente tosta),122,Casa Netural,Matera,Matera,Via Galileo Galilei 1,40.676612,16.594213,Casa Netural (Matera)
4387,NO,NO,Corso Formazione Insegnanti Yoga Alliance - Iscrizioni aperte,51,Al Jalil Yoga,Matera,Matera,Via San Pietro Caveoso 6,40.66441,16.60963,Al Jalil Yoga (Matera)
2346,NO,NO,Corso Raja Siddhi Yoga - Alliance International,51,Al Jalil Yoga,Matera,Matera,Via San Pietro Caveoso 6,40.66441,16.60963,Al Jalil Yoga (Matera)
2567,NO,NO,Cosa resterà..,223,El Tablao,Matera,Matera,Via Cesare Beccaria 10,40.6686586,16.6047758,El Tablao (Matera)
4303,NO,SI,Cosaltro Esperimenti,594,Teatromobile,Sarconi,Potenza,Piazza Municipio,40.247245,15.888872,Teatromobile (Sarconi)
4394,NO,SI,Cosaltro Esperimenti,594,Teatromobile,Sarconi,Potenza,Piazza Municipio,40.247245,15.888872,Teatromobile (Sarconi)
2021,NO,NO,Coscienza Dell'Uomo,237,Galleria Cine Sud,Matera,Matera,Via Antonio Passarelli 29/31,40.6653009,16.6042835,Galleria Cine Sud (Matera)
2021,NO,NO,Coscienza Dell'Uomo,236,Galleria Arti Visive,Matera,Matera,Via Beccherie 41,40.665847,16.607956,Galleria Arti Visive (Matera)
2021,NO,NO,Coscienza Dell'Uomo,156,Chiesa del Cristo Flagellato (Ex Ospedale San Rocco),Matera,Matera,Via San Biagio 31,40.667515,16.607794,Chiesa del Cristo Flagellato (Ex Ospedale San Rocco) (Matera)
2021,NO,NO,Coscienza Dell'Uomo,275,Hotel Le Monacelle,Matera,Matera,Via Riscatto 15,40.667523,16.611559,Hotel Le Monacelle (Matera)
3306,NO,NO,Così il tempo presente di Altin Manaf e Andreas Ikonomu,239,Galleria Ex La Scaletta,Matera,Matera,Via Lucana 9,40.6680806,16.6032868,Galleria Ex La Scaletta (Matera)
4220,NO,NO,Cosimo Maragno Trio Meets Fabrizio Bosso,113,Casa Elizia,Pisticci,Matera,"Via Ciro Menotti, 36",40.390737,16.5,Casa Elizia (Pisticci)
2954,NO,NO,Cosmic Fest - Il Festival Internazionale Veg E Olistico,43,Abbazia di San Michele Arcangelo,Montescaglioso,Matera,Piazza Del Popolo 14,40.558247,16.664195,Abbazia di San Michele Arcangelo (Montescaglioso)
2859,NO,NO,Cosmogonie pittoriche,104,Casa D'Imperio Galleria Studio,Matera,Matera,Piazza Vittorio Veneto 34,40.666780,16.606682,Casa D'Imperio Galleria Studio (Matera)
3753,NO,SI,"Costellazione, Il Cielo in una Stanza",579,Spazio Dell'Angelo,Matera,Matera,Via Sant'angelo 68,40.665851,16.612349,Spazio Dell'Angelo (Matera)
3382,NO,SI,"Costellazione, Il Cielo in una Stanza",579,Spazio Dell'Angelo,Matera,Matera,Via Sant'angelo 68,40.665851,16.612349,Spazio Dell'Angelo (Matera)
4776,NO,SI,"Costellazione, Il Cielo in una Stanza",579,Spazio Dell'Angelo,Matera,Matera,Via Sant'angelo 68,40.665851,16.612349,Spazio Dell'Angelo (Matera)
3383,NO,SI,"Costellazione, Il Cielo in una Stanza",579,Spazio Dell'Angelo,Matera,Matera,Via Sant'angelo 68,40.665851,16.612349,Spazio Dell'Angelo (Matera)
2255,NO,NO,Costellazioni Familiari,51,Al Jalil Yoga,Matera,Matera,Via San Pietro Caveoso 6,40.66441,16.60963,Al Jalil Yoga (Matera)
2558,NO,NO,Costellazioni Familiari - Incontro,51,Al Jalil Yoga,Matera,Matera,Via San Pietro Caveoso 6,40.66441,16.60963,Al Jalil Yoga (Matera)
2800,NO,NO,Costellazioni Familiari - Incontro,51,Al Jalil Yoga,Matera,Matera,Via San Pietro Caveoso 6,40.66441,16.60963,Al Jalil Yoga (Matera)
4379,NO,NO,Costellazioni Familiari - Incontro,51,Al Jalil Yoga,Matera,Matera,Via San Pietro Caveoso 6,40.66441,16.60963,Al Jalil Yoga (Matera)
4674,NO,NO,Costellazioni Familiari - Incontro,51,Al Jalil Yoga,Matera,Matera,Via San Pietro Caveoso 6,40.66441,16.60963,Al Jalil Yoga (Matera)
2485,NO,NO,Costellazioni Sistemiche Evolutive - Incontro,51,Al Jalil Yoga,Matera,Matera,Via San Pietro Caveoso 6,40.66441,16.60963,Al Jalil Yoga (Matera)
3645,NO,SI,"Costellazioni. Pronti, Partenza... Spazio!",456,Palazzo Lanfranchi,Matera,Matera,Piazza Giovanni Pascoli 1,40.663230,16.610342,Palazzo Lanfranchi (Matera)
2620,NO,SI,Costruire con il legno,435,Open Design School - Casino Padula,Matera,Matera,Via Dei Pesci,40.642424,16.624893,Open Design School - Casino Padula (Matera)
3830,NO,SI,Costruire con il legno,435,Open Design School - Casino Padula,Matera,Matera,Via Dei Pesci,40.642424,16.624893,Open Design School - Casino Padula (Matera)
3439,NO,NO,Costruzione strumento musicale indigeno Taiwanese,275,Hotel Le Monacelle,Matera,Matera,Via Riscatto 15,40.667523,16.611559,Hotel Le Monacelle (Matera)
2363,NO,SI,Crazy Dream Circus,477,Parco Del Castello Tramontano,Matera,Matera,Via Castello,40.66385,16.60625,Parco Del Castello Tramontano (Matera)
2285,NO,NO,Crea il supereroe che è in te,58,Arcolaio,Matera,Matera,Via Don Giovanni Minzoni 26,40.6665957,16.6032434,Arcolaio (Matera)
4076,NO,SI,Creativi All'Opera | Decoriamo Le Tazze Di Matera2019,290,Infopoint Matera 2019,Matera,Matera,Via Lucana 125/127,40.65651,16.61608,Infopoint Matera 2019 (Matera)
4078,NO,SI,Creativi All'Opera | Decoriamo Le Tazze Di Matera2019 | Laboratorio Per Famiglie,290,Infopoint Matera 2019,Matera,Matera,Via Lucana 125/127,40.65651,16.61608,Infopoint Matera 2019 (Matera)
